被 O
告 O
人 O
弓 O
× O
, O
男 O
, O
3 O
6 O
岁 O
( O
1 O
9 O
7 O
7 O
年 O
1 O
2 O
月 O
1 O
2 O
日 O
出 O
生 O
) O
。 O

因 O
涉 O
嫌 O
犯 O
危 B-CL
险 I-CL
驾 I-CL
驶 I-CL
罪 I-CL
, O
于 O
2 O
0 O
1 O
4 O
年 O
2 O
月 O
4 O
日 O
被 O
北 O
京 O
市 O
延 O
庆 O
县 O
公 O
安 O
局 O
羁 O
押 O
, O
次 O
日 O
被 O
刑 O
事 O
拘 B-CL
留 I-CL
, O
现 O
羁 O
押 O
于 O
北 O
京 O
市 O
延 O
庆 O
县 O
看 O
守 O
所 O
。 O

北 O
京 O
市 O
延 O
庆 O
县 O
人 O
⺠ O
检 O
察 O
院 O
以 O
京 O
延 O
检 O
公 O
诉 O
刑 O
诉 O
( O
2 O
0 O
1 O
4 O
) O
5 O
2 O
号 O
起 O
诉 O
书 O
指 O
控 O
被 O
告 O
人 O
弓 O
× O
犯 O
危 B-CL
险 I-CL
驾 I-CL
驶 I-CL
罪 I-CL
, O
于 O
2 O
0 O
1 O
4 O
年 O
2 O
月 O
2 O
4 O
日 O
向 O
本 O
院 O
提 O
起 O
公 O
诉 O
, O
本 O
院 O
依 O
法 O
适 O
用 O
简 O
易 O
程 O
序 O
, O
实 O
行 O
独 O
任 O
审 O
判 O
, O
公 O
开 O
开 O
庭 O
审 O
理 O
了 O
本 O
案 O
。 O

被 O
告 O
人 O
赵 O
小 O
卫 O
, O
曾 O
用 O
名 O
赵 O
伟 O
, O
男 O
, O
3 O
1 O
岁 O
( O
1 O
9 O
8 O
2 O
年 O
4 O
月 O
2 O
8 O
日 O
出 O
生 O
) O
。 O
