被 O
告 O
单 O
位 O
北 O
京 O
鑫 O
汇 O
智 O
财 O
务 O
咨 O
询 O
有 O
限 O
公 O
司 O
, O
统 O
一 O
社 O
会 O
信 O
用 O
代 O
码 O
M O
A O
* O
K O
* O
Q O
* O
, O
法 O
定 O
代 O
表 O
人 O
陈 O
某 O
, O
住 O
所 O
为 O
北 O
京 O
市 O
朝 O
阳 O
区 O
十 O
八 O
里 O
店 O
乡 O
大 O
羊 O
坊 O
路 O
临 O
街 O
1 O
层 O
3 O
5 O
号 O
西 O
1 O
- O
2 O
号 O
。 O

诉 O
讼 O
代 O
表 O
人 O
胡 O
某 O
, O
女 O
, O
1 O
9 O
8 O
6 O
年 O
1 O
2 O
月 O
1 O
0 O
日 O
出 O
生 O
, O
公 O
⺠ O
身 O
份 O
号 O
码 O
× O
× O
× O
, O
系 O
北 O
京 O
鑫 O
汇 O
智 O
财 O
务 O
咨 O
询 O
有 O
限 O
公 O
司 O
客 O
戶 O
经 O
理 O
。 O

辩 O
护 O
人 O
关 O
新 O
, O
北 O
京 O
市 O
京 O
师 O
律 O
师 O
事 O
务 O
所 O
律 O
师 O
。 O

被 O
告 O
人 O
林 O
培 O
兵 O
, O
男 O
, O
1 O
9 O
7 O
9 O
年 O
1 O
2 O
月 O
2 O
1 O
日 O
出 O
生 O
, O
汉 O
族 O
, O
公 O
⺠ O
身 O
份 O
号 O
码 O
× O
× O
× O
, O
初 O
中 O
文 O
化 O
, O
北 O
京 O
鑫 O
汇 O
智 O
财 O
务 O
咨 O
询 O
有 O
限 O
公 O
司 O
总 O
经 O
理 O
、 O
实 O
际 O
控 O
制 O
人 O
, O
戶 O
籍 O
地 O
浙 O
江 O
省 O
温 O
岭 O
市 O
; O
曾 O
因 O
犯 O
故 B-CL
意 I-CL
伤 I-CL
害 I-CL
罪 I-CL
于 O
2 O
0 O
0 O
8 O
年 O
4 O
月 O
1 O
5 O
日 O
被 O
北 O
京 O
市 O
大 O
兴 O
区 O
人 O
⺠ O
法 O
院 O
判 O
处 O
有 B-CL
期 I-CL
徒 I-CL
刑 I-CL
七 O
个 O
月 O
; O
现 O
因 O
涉 O
嫌 O
犯 O
强 B-CL
迫 I-CL
交 I-CL
易 I-CL
罪 I-CL
于 O
2 O
0 O
1 O
8 O
年 O
1 O
2 O
月 O
1 O
8 O
日 O
被 O
羁 O
押 O
, O
当 O
日 O
被 O
刑 O
事 O
拘 B-CL
留 I-CL
, O
2 O
0 O
1 O
9 O
年 O
1 O
月 O
1 O
1 O
日 O
被 O
逮 O
捕 O
, O
又 O
因 O
涉 O
嫌 O
犯 O
单 B-CL
位 I-CL
行 I-CL
贿 I-CL
罪 I-CL
于 O
2 O
0 O
1 O
9 O
年 O
3 O
月 O
5 O
日 O
被 O
北 O
京 O
市 O
朝 O
阳 O
区 O
监 O
察 O
委 O
员 O
会 O
立 O
案 O
调 O
查 O
, O
现 O
羁 O
押 O
于 O
北 O
京 O
市 O
朝 O
阳 O
区 O
看 O
守 O
所 O
。 O

辩 O
护 O
人 O
⻙ O
林 O
, O
北 O
京 O
市 O
京 O
师 O
律 O
师 O
事 O
务 O
所 O
律 O
师 O
。 O

被 O
告 O
人 O
江 O
新 O
华 O
, O
男 O
, O
1 O
9 O
7 O
9 O
年 O
4 O
月 O
8 O
日 O
出 O
生 O
, O
汉 O
族 O
, O
公 O
⺠ O
身 O
份 O
号 O
码 O
× O
× O
× O
, O
初 O
中 O
文 O
化 O
, O
X O
X O
X O
投 O
资 O
发 O
展 O
有 O
限 O
责 O
任 O
公 O
司 O
法 O
定 O
代 O
表 O
人 O
, O
戶 O
籍 O
地 O
浙 O
江 O
省 O
温 O
岭 O
市 O
; O
因 O
涉 O
嫌 O
犯 O
单 B-CL
位 I-CL
行 I-CL
贿 I-CL
罪 I-CL
于 O
2 O
0 O
1 O
9 O
年 O
3 O
月 O
2 O
1 O
日 O
被 O
取 O
保 O
候 O
审 O
。 O

辩 O
护 O
人 O
陈 O
瑞 O
、 O
杜 O
园 O
峰 O
, O
北 O
京 O
市 O
京 O
师 O
律 O
师 O
事 O
务 O
所 O
律 O
师 O
。 O

北 O
京 O
市 O
朝 O
阳 O
区 O
人 O
⺠ O
检 O
察 O
院 O
以 O
京 O
朝 O
检 O
职 O
检 O
刑 O
诉 O
[ O
2 O
0 O
1 O
9 O
] O
2 O
2 O
号 O
起 O
诉 O
书 O
指 O
控 O
被 O
告 O
单 O
位 O
北 O
京 O
鑫 O
汇 O
智 O
财 O
务 O
咨 O
询 O
有 O
限 O
公 O
司 O
、 O
被 O
告 O
人 O
林 O
培 O
兵 O
犯 O
强 B-CL
迫 I-CL
交 I-CL
易 I-CL
罪 I-CL
、 O
单 B-CL
位 I-CL
行 I-CL
贿 I-CL
罪 I-CL
, O
指 O
控 O
被 O
告 O
人 O
江 O
新 O
华 O
犯 O
单 B-CL
位 I-CL
行 I-CL
贿 I-CL
罪 I-CL
, O
于 O
2 O
0 O
1 O
9 O
年 O
9 O
月 O
1 O
1 O
日 O
向 O
本 O
院 O
提 O
起 O
公 O
诉 O
。 O

本 O
院 O
依 O
法 O
组 O
成 O
合 O
议 O
庭 O
, O
公 O
开 O
开 O
庭 O
审 O
理 O
了 O
本 O
案 O
。 O

北 O
京 O
市 O
朝 O
阳 O
区 O
人 O
⺠ O
检 O
察 O
院 O
指 O
派 O
检 O
察 O
员 O
王 O
书 O
伟 O
、 O
张 O
⻰ O
出 O
庭 O
支 O
持 O
公 O
诉 O
, O
被 O
告 O
单 O
位 O
北 O
京 O
鑫 O
汇 O
智 O
财 O
务 O
咨 O
询 O
有 O
限 O
公 O
司 O
诉 O
讼 O
代 O
表 O
人 O
胡 O
某 O
及 O
辩 O
护 O
人 O
关 O
新 O
, O
被 O
告 O
人 O
林 O
培 O
兵 O
及 O
其 O
辩 O
护 O
人 O
⻙ O
林 O
, O
被 O
告 O
人 O
江 O
新 O
华 O
及 O
其 O
辩 O
护 O
人 O
陈 O
瑞 O
、 O
杜 O
园 O
峰 O
到 O
庭 O
参 O
加 O
诉 O
讼 O
。 O

现 O
已 O
审 O
理 O
终 O
结 O
。 O

公 O
诉 O
机 O
关 O
指 O
控 O
: O
一 O
、 O
被 O
告 O
单 O
位 O
北 O
京 O
鑫 O
汇 O
智 O
财 O
务 O
咨 O
询 O
有 O
限 O
公 O
司 O
为 O
使 O
该 O
公 O
司 O
持 O
续 O
垄 O
断 O
北 O
京 O
大 O
洋 O
路 O
农 O
副 O
产 O
品 O
市 O
场 O
商 O
戶 O
的 O
工 O
商 O
注 O
册 O
登 O
记 O
业 O
务 O
代 O
办 O
权 O
, O
由 O
其 O
总 O
经 O
理 O
、 O
实 O
际 O
控 O
制 O
人 O
林 O
培 O
兵 O
通 O
过 O
被 O
告 O
人 O
江 O
新 O
华 O
请 O
托 O
北 O
京 O
大 O
洋 O
路 O
农 O
副 O
产 O
品 O
市 O
场 O
有 O
限 O
公 O
司 O
经 O
理 O
穆 O
某 O
、 O
副 O
经 O
理 O
乔 O
某 O
( O
均 O
另 O
案 O
处 O
理 O
) O
提 O
供 O
帮 O
助 O
, O
并 O
通 O
过 O
被 O
告 O
人 O
江 O
新 O
华 O
提 O
供 O
的 O
北 O
京 O
农 O
商 O
银 O
行 O
卡 O
、 O
中 O
国 O
邮 O
政 O
储 O
蓄 O
银 O
行 O
卡 O
等 O
, O
于 O
2 O
0 O
1 O
7 O
年 O
至 O
2 O
0 O
1 O
8 O
年 O
间 O
分 O
多 O
次 O
以 O
转 O
账 O
形 O
式 O
给 O
于 O
穆 O
某 O
人 O
⺠ O
币 O
1 O
2 O
5 O
万 O
元 O
, O
给 O
于 O
乔 O
某 O
人 O
⺠ O
币 O
1 O
1 O
5 O
万 O
元 O
。 O

二 O
、 O
被 O
告 O
单 O
位 O
北 O
京 O
鑫 O
汇 O
智 O
财 O
务 O
咨 O
询 O
有 O
限 O
公 O
司 O
于 O
2 O
0 O
1 O
7 O
年 O
2 O
月 O
至 O
2 O
0 O
1 O
8 O
年 O
1 O
2 O
月 O
期 O
间 O
, O
为 O
垄 O
断 O
市 O
场 O
、 O
攫 O
取 O
非 O
法 O
利 O
益 O
, O
其 O
总 O
经 O
理 O
、 O
实 O
际 O
控 O
制 O
人 O
林 O
培 O
兵 O
在 O
北 O
京 O
大 O
洋 O
路 O
农 O
副 O
产 O
品 O
市 O
场 O
有 O
限 O
公 O
司 O
经 O
理 O
穆 O
某 O
等 O
人 O
纠 O
集 O
、 O
保 O
护 O
下 O
, O
利 O
用 O
穆 O
某 O
等 O
人 O
设 O
立 O
的 O
市 O
场 O
罚 O
款 O
、 O
停 O
止 O
营 O
业 O
等 O
手 O
段 O
形 O
成 O
的 O
威 O
慑 O
力 O
, O
迫 O
使 O
上 O
千 O
商 O
戶 O
通 O
过 O
该 O
公 O
司 O
办 O
理 O
营 O
业 O
执 O
照 O
, O
严 O
重 O
影 O
响 O
市 O
场 O
经 O
营 O
秩 O
序 O
。 O

被 O
告 O
人 O
林 O
培 O
